name,pop_max,geom
Geelong,160991,0101000020E610000077F69507A90C62402C9FE579701543C0
Geita,1536,0101000020E6100000A6AD5B4E531540402E6FB31DF8ED06C0
Gejiu,149105,0101000020E61000005D7BB0D69AC9594029A3DB5C46613740
Gelendzhik,55508,0101000020E61000001C70A7BE3D0843408C4CC0AF91494640
Gemena,198056,0101000020E6100000CD83AA871EC5334069A1AEFF84140A40
Gen. O'Higgins Base,44,0101000020E6100000F99D2633DEF14CC0A2348A9B09AA4FC0
Geneina,162981,0101000020E6100000DBBFB2D2A47036405F419AB168E62A40
General Conesa,2958,0101000020E61000000CB265F9BA1B50C03707BE58CE0C44C0
General Eugenio Alejandrino Garay,972,0101000020E6100000164F3DD2E01A4FC09F0B7E761B8534C0
General Guemes,19828,0101000020E6100000CE56B9AB324350C0C84851C2A7AA38C0
General Pico,57029,0101000020E61000000AA2EE0390E24FC0B68E60996DD441C0
General Roca,73212,0101000020E6100000F549EEB009E750C02865ADFC8D8243C0
General Santos,950530,0101000020E61000007D5061B62E4B5F406D077EAF7C711840
Geneva,1240000,0101000020E6100000DF180280638F184016359886E11A4740
Genhe,42849,0101000020E610000092544BDF10615E4054E641D543644940
Genoa,647497,0101000020E61000000609F6042EDC21407A5F4B7E7A344640
Gent,444336,0101000020E6100000C9DEF714A5990D40B07A1BF6D6834940
George,174582,0101000020E6100000A3E2A4D535733640168733BF9AF940C0
George Town,2500000,0101000020E61000008AB6195D1415594090C6FC378AA71540
George Town,4268,0101000020E6100000D2AA53CDC75754C0D30C7B9D744B3340
Georgetown,264350,0101000020E6100000933F733161154DC02A02F79738351B40
Georgetown,3584,0101000020E610000044F7AC6BB4882DC03FFD0C141D1A2B40
Georgetown,818,0101000020E61000005473B9C110F1614078AE940ACF4C32C0
Georgievsk,72649,0101000020E61000003FF2182F27BC45404610429B77144640
Gera,104659,0101000020E6100000274F594DD723284077F93141686F4940
Geraldton,1290,0101000020E610000057C35F9B47BC55C01BDF19CF77DC4840
Geraldton,27258,0101000020E6100000E4422FED65A65C40911ED0E341C43CC0
Ghadamis,6623,0101000020E6100000B10E91E403002340FCEDA1331F223E40
Ghanzi,6306,0101000020E6100000583B8A73D4A335407B212E4A1AB335C0
Ghardaia,125480,0101000020E6100000031CE7DB275C0D405AE55311B83E4040
Gharyan,146810,0101000020E6100000B9D04B7B390A2A40070D58CDCE154040
Ghat,24347,0101000020E6100000018A9125735824403F1C2444F9F63840
Ghaziabad,1341000,0101000020E61000006F67BA32035A5340D5C276418EA93C40
Ghazni,141000,0101000020E6100000227596B4BD1A5140B739DF991AC84040
Gibraltar,187083,0101000020E6100000A49D9E82516215C06A5ECA806D104240
Gießen,82358,0101000020E6100000D2890453CD4C21401F436C55B74A4940
Gifu,412895,0101000020E61000000CFE2378681861405D4D43F927B64140
Gijón,335972,0101000020E6100000493AB99514AE16C03EED4B91D7C34540
Gikongoro,15000,0101000020E61000004397265B13913D40C8CD154ACBDD03C0
Gila Bend,2088,0101000020E610000057F9AFBD602E5CC0ED6C23F9A5794040
Gilgit,216760,0101000020E610000004AF963B3393524044262A6563F54140
Gillam,1281,0101000020E610000080322141CCAC57C062D45A3DCC2C4C40
Gillette,29113,0101000020E6100000D4B25A0556605AC0AAC8320E3F244640
Gimbi,31809,0101000020E6100000C1C760C5A9EA4140635A400D84552240
Gimli,2623,0101000020E6100000240791B1FF3F58C00AB9F71510514940
Gingin,1446,0101000020E6100000A5B7E45D9AF95C405B0C1EA67D593FC0
Gingoog,218,0101000020E610000083F4B97F51485F4081B3942C27A92140
Girardot,130289,0101000020E61000002DE11AE9D6B352C02B23E472723D1140
Giresun,98864,0101000020E61000007C65DEAAEB31434024DB5438DD744440
Girga,128250,0101000020E6100000C3BD8D2848E13F409722540493543A40
Gisborne,34300,0101000020E61000006A053C1F94406640EE2C301AE85443C0
Gisenyi,83623,0101000020E610000014ECBFCE4D433D4085FB123B64F4FABF
Gitarama,87613,0101000020E6100000CF8F75278EC23D40DC7179628C8E00C0
Gitega,23167,0101000020E61000003B996EC8F5D73D40DB03633376680BC0
Giurgiu,69067,0101000020E6100000C337DE1761F7394013F44D696EF34540
Giyon,114534,0101000020E61000003E2E60B829FC4240CC35165E930F2140
Giza,2681863,0101000020E6100000DB77FB62A5303F403455E69C8E023E40
Gizo,6154,0101000020E610000096140E73B89A634082D8E3CF013320C0
Gjirokastër,23437,0101000020E6100000DB04CE08252634401BF9179C1C0A4440
Gjoa Haven,1109,0101000020E6100000445EC598AAFA57C091B8C7D287285140
Gjøvik,22719,0101000020E6100000C5DE307667662540D18CEA1967664E40
Gladstone,30489,0101000020E6100000EA61C32EE5E76240186A036674DA37C0
Glarus,5681,0101000020E61000000450317326222240075E2D7766864740
Glasgow,1160000,0101000020E61000008CA7DEC4D6F410C03E74FDDA5EEE4B40
Glasgow,3240,0101000020E6100000C29F8614A8A85AC03B7AB2518C174840
Glazov,100676,0101000020E610000097E8876C7B504A40834D9D47C50F4D40
Glendale,500000,0101000020E61000002F13FDEC2A0B5CC0102A0A0289C44040
Glendive,5856,0101000020E61000003343F4B5782D5AC09072E60DE68D4740
Glenwood Springs,14004,0101000020E6100000B84082E2C7D45AC00B293FA9F6C54340
Gliwice,507670,0101000020E61000006EE81CF285AB32403A306FC4492A4940
Goba,34369,0101000020E6100000F17CAB1A29FC4340CCD42478430A1C40
Gobabis,16321,0101000020E61000001A88653387F6324014AE47E17A7436C0
Gobernador Gregores,2519,0101000020E6100000E2E65432009051C0A8D5A1E41F6248C0
Gode,75000,0101000020E61000000BDFB18E99B9454037774F79CFCC1740
Gogrial,50065,0101000020E61000006BE33E28DE1D3C40E3E2A8DC44112140
Goiana,71549,0101000020E6100000E25C1EC6FF7F41C019C748F6083D1EC0
Goianésia,47883,0101000020E6100000EE163724A49048C0D337C4D3869E2EC0
Goiânia,2022000,0101000020E6100000ABED26F8A6A648C0ABDDC02ED4B730C0
Gold Coast,527660,0101000020E610000038729307582E6340BEFB3E77DD143CC0
Goldsboro,47602,0101000020E610000034CBAF308E7F53C0AFB6BD384CB14140
Golela,3695,0101000020E610000054B3BDCC66E63F40CACE914BD24B3BC0
Golfito,6777,0101000020E610000005508C2C99C954C06C14483FD04C2140
Golmud,107092,0101000020E61000003DE5E2B988B85740E754320054354240
Golyshmanovo,13424,0101000020E61000000612143FC61751404A703491E3304C40
Goma,144124,0101000020E61000003BAF0C05C7383D4024DEF0715CDCFABF
Gombe,270366,0101000020E6100000C8AC832804572640F7B589EEB4942440
Gonaïves,166678,0101000020E6100000A1A2EA57BA2B52C072C0AE264F733340
Gonbad-e Kavus,159982,0101000020E610000031E3B732F2954B402FFB75A73BA04240
Gondar,156230,0101000020E6100000989DEA35E2BA42406250018B57382940
Goodland,4378,0101000020E6100000E7CE02A3816D59C0878494449BAC4340
Goodnews Bay,230,0101000020E6100000CEEF45C5C93264C002C754B07C8F4D40
Goondiwindi,4251,0101000020E610000030BDFDB968CA6240490966F1078E3CC0
Gorakhpur,674246,0101000020E6100000D0BC772F52D85440D59A41D719C03A40
Goranboy,7333,0101000020E61000006CF6F69D15654740C73C3C951D4E4440
Gore,9750,0101000020E6100000F915C671BB1E6540F60258891E0C47C0
Gore,9352,0101000020E610000005A73E90BCC441403A782634494C2040
Gorgan,281023,0101000020E61000001FA97466713D4B405E68AED3486A4240
Gorno Altaysk,59868,0101000020E61000008C7049C44A7D55406AFBB20F0DFB4940
Gornyak,15668,0101000020E6100000BB809719365F5440F7C8E6AA797E4940
Goroka,39699,0101000020E610000030968EDE552C6240666E19CB4F5518C0
Gorom Gorom,6691,0101000020E610000022895E46B1DCCDBF6C239EEC66E62C40
Gorontalo,365497,0101000020E6100000C7C848AC7BC45E40A59F70766B99E13F
Goulburn,20940,0101000020E61000005F2926CAB9B66240BA3C8CFFF15F41C0
Goulimine,115267,0101000020E61000000E637726D92324C028EE7893DFFA3C40
Goundam,8456,0101000020E610000092A2844F29550DC0D3A0681EC06A3040
Gouré,14639,0101000020E6100000B648DA8D3E8A24405318A5958CF92B40
Governador Valadares,250878,0101000020E61000000FF27A3029FC44C024B2B4F8B9DE32C0
Govorovo,943,0101000020E6100000A9EFA1E9917F5F40918D51E8868D5140
Goya,72304,0101000020E61000003AB6F9DA8EA24DC0C22DC48FD6233DC0
Goyang,903000,0101000020E6100000ACB0749975B55F401465259CCCD34240
Goycay,35348,0101000020E6100000FDE0D7A3CBDE474095FF7F52A3534440
Graaff Reinet,62896,0101000020E61000003EF89A2F408A3840310BED9C662640C0
Gracias,7909,0101000020E610000064CF9ECB542556C0934F34B4A62A2D40
Grafton,9955,0101000020E6100000CD50267F011E63400C48B19245B63DC0
Grahamstown,91548,0101000020E61000003D1FAF5120853A4014F538C258A640C0
Grajau,30217,0101000020E6100000817456B0321347C0F1A0D9756F3D17C0
Gramsh,11556,0101000020E610000081D07AF83233344079C9FFE4EF6E4440
Granada‎,388290,0101000020E6100000224CF6741AAE0CC05C8649021E954240
Granada‎,105219,0101000020E61000004AEEB089CC7C55C0C1BE428B11DE2740
Grand Bassam,73772,0101000020E6100000F10813EBF9FF0DC08088C38833CD1440
Grand Canyon,1550,0101000020E6100000C49ED1B1DE085CC0F81CB34703074240
Grand Forks,58566,0101000020E61000006725523F144258C0C11C3D7E6FF64740
Grand Island,45651,0101000020E6100000A0BA5E3FE99658C09A513DE30C764440
Grand Junction,104214,0101000020E61000009E735C3233235BC0AB51595E038C4340
Grand Prairie,41462,0101000020E610000021DF4A1B33B35DC04C48B59954954B40
Grand Rapids,535829,0101000020E610000063BE7273E06A55C09080762C5B7B4540
Grand Turk,5801,0101000020E61000002DFD95DFB3C851C054F53CC967773540
Granja,25879,0101000020E61000009E584C11856B44C043644799C3F408C0
Grants Pass,46189,0101000020E6100000024E4A9CF0D45EC055A4C2D842384540
Graz,263234,0101000020E6100000F2672E26ECD12E4077FF0EFBF3894740
Great Falls,66558,0101000020E6100000698EACFC32D35BC0EFFFE38409C04740
Great Wall Station,40,0101000020E6100000F39771AEBC7B4DC041BCAE5FB01B4FC0
Greeley,125410,0101000020E6100000FB78E8BB5B2F5AC062C55F49A8354440
Green Bay,198611,0101000020E6100000E8024D3A000056C09880046AD6434640
Green River,11358,0101000020E61000002B6DCC46C25D5BC0D6B3D606DDC14440
Greenock,74635,0101000020E61000008BF8F312080013C088D7F50B76F74B40
Greensboro,388887,0101000020E610000039C2589533F353C0CA8168F7F5084240
Greenville,10374,0101000020E61000006A53D048DF1322C0676C9ED9640B1440
Greenville,38107,0101000020E61000009CC420B0F2C356C09D0A5D2E87B44040
Greenville,350954,0101000020E61000008FC4CBD3399954C0CB80B3942C6D4140
Greenville,92565,0101000020E6100000B17E7DBE775753C0E9BD8CBD72CE4140
Grenoble,388574,0101000020E6100000E7374C3448E11640062B4EB516974640
Grevenmacher,3958,0101000020E6100000781FAB52D0B319408CD3232502D74840
Greymouth,10100,0101000020E61000009AEAC9FC23676540F36789DF5E3C45C0
Griffith,15455,0101000020E6100000580A37CF474162401430702F1F2541C0
Grise Fiord,23,0101000020E6100000AF29EB92CCBC54C090D0E000441C5340
Groningen,216688,0101000020E61000002290A6D5EB511A40B5A9BA47369C4A40
Groningen,3216,0101000020E61000007AE1CE8591BD4BC060C77F8120301740
Grootfontein,24099,0101000020E61000005116BEBED61D324022A5D93C0E9133C0
Grozny,226100,0101000020E6100000FD2081F56ED94640A49B0EAECAA84540
Grudziądz,102443,0101000020E6100000893F2F8100C0324025276E707DBD4A40
Gryazi,47413,0101000020E6100000E14B97B498F74340B155DD7E543F4A40
Grytviken,99,0101000020E6100000921DC0C7054142C0418177F2E9234BC0
Guadalajara,72850,0101000020E6100000C66757C62B5509C01BDF72501D514440
Guadalajara,4198000,0101000020E61000000F1B76293FD559C09E279EB305AC3440
Guaira,36426,0101000020E6100000BD0ADFB18E224BC0DEC83CF2071738C0
Guajara-Miram,69586,0101000020E61000004F102B92655650C0D9D8DB1C9D9925C0
Gualeguay,33120,0101000020E610000062F8E35185AB4DC0D36C7940349340C0
Gualeguaychú,78676,0101000020E6100000ECA2E8818F424DC0513A47D38F8240C0
Guamúchil,62695,0101000020E610000091042B98C2055BC0888CFD1B6A783940
Guanajuato,112200,0101000020E61000005245F12AEB5159C0D1121A7739053540
Guanambi,58877,0101000020E6100000F17332271E6545C0954FEA268C752CC0
Guanare,151642,0101000020E61000000C7D0B46007051C0772B4B7496192240
Guangshui,154771,0101000020E6100000E2CF4B2000805C40CA8C124FD19E3F40
Guangyuan,437435,0101000020E61000001286014BAE775A4096B4E21B0A374040
Guangzhou,8829000,0101000020E610000086D99216C1505C404DA3F9DFED1F3740
Guanhães,23727,0101000020E61000003472CC689A7945C04238B066AEC732C0
Guantánamo,272801,0101000020E6100000E711ED7431CD52C06F511CF631253440
Guapi,13853,0101000020E6100000783F13060A7753C052F355F2B17B0440
Guaranda,27866,0101000020E61000009413ED2AA4C053C0795C548B88C2F9BF
Guarapuava,150850,0101000020E61000002BB3525271BD49C0F3F972B0486139C0
Guaratinguetá,203580,0101000020E610000024038AA2519846C059DDEA39E9D136C0
Guarda,32111,0101000020E61000008124ECDB490C1DC03F40529F3F454440
Guasave,96860,0101000020E6100000D8536122141E5BC0839FDDC60B923940
Guasdualito,30860,0101000020E610000007C8E1DD5BAF51C0EC5E3821BEF51C40
Guatemala City,1024000,0101000020E6100000D25E33AFD9A156C0F88C4468043F2D40
Guaxupé,47889,0101000020E6100000F364EDA5DF5A47C0F146E6913F4A35C0
Guayaquil,2514000,0101000020E6100000E7131ED901FB53C0FF3971DEA4BE01C0
Guayaramerín,36008,0101000020E61000007B1CBC653D5A50C08E69B7A7F5A825C0
Guaymas,103449,0101000020E61000000BB9AD88F5B85BC08AE18F4715EE3B40
Gubakha,31424,0101000020E6100000847698405BCB4C40333674B33F6F4D40
Gubkin,272,0101000020E6100000F94ECC7A31B14240D9D53FE31DA34940
Gueckedou,221715,0101000020E6100000FB5B02F04F4D24C01D397760A51B2140
Guelma,123590,0101000020E61000003C1405FA44B61D4004AFF1F4A53B4240
Gueppi,10,0101000020E61000003D2B69C5B7CE52C0A9A8554F41D9BDBF
Guerrero Negro,13054,0101000020E6100000C339D9BCE08A5CC0293DD34B8CFD3B40
Guide,7642,0101000020E6100000871AE0DD255B594077CDF5C7C5054240
Guider,84647,0101000020E6100000395E81E849E12B409038BFBC5BDC2340
Guiglo,39134,0101000020E6100000717D0EE2B9F51DC09C6F44F7AC331A40
Guilin,987000,0101000020E610000062A64819CC915B408A7780272D483940
Guiyang,3662000,0101000020E61000008EDF803BF5AD5A4067A3CE37FD943A40
Gujranwala,1513000,0101000020E6100000788BD184B78B5240E1A58A98C8144040
Gujrat,301506,0101000020E6100000498BE9F81E8552404C0EE9013D4A4040
Gulfport,82165,0101000020E6100000627028D7EF4556C05FB296A7185E3E40
Guliston,95520,0101000020E61000006926CE409B325140834E081D743F4440
Gulkana,119,0101000020E610000014C550F33A2C62C0CAD644B0BB224F40
Gulu,146858,0101000020E610000038A0A52BD82340402CD32F116F3D0640
Gunnedah,7148,0101000020E6100000C141D6AE64C86240F5447CCCACFC3EC0
Gunnison,7324,0101000020E61000000CCD751A69BB5AC089015CDABA454340
Gunsan,244080,0101000020E6100000E76ED74BD3AD5F40D2EA9A7FAAFD4140
Guntur,530577,0101000020E610000014EF5B08CD1C5440DFC897AB7A543040
Gurgaon,197340,0101000020E6100000B8CD548847415340747EE59C33733C40
Gurupi,64789,0101000020E6100000301576ACAD8748C032D2E693707027C0
Guryevsk,38757,0101000020E610000028733D1B037C554091FEA89729264B40
Gusau,226857,0101000020E61000008DECEF11D6A31A409E1A796A3F572840
Gusinoozyorsk,24083,0101000020E61000001BEAC1EE05A05A40A94D9CDCEFA34940
Guwahati,983000,0101000020E610000003EED4B727F15640292BE16476293A40
Guymon,11178,0101000020E61000002319CD25B05E59C0CF68AB92C8574240
Gwadar,51901,0101000020E6100000D5EDEC2B0F2A4F40F0AFD46993233940
Gwalior,978000,0101000020E61000002753AE1DD48A53408307837C35333A40
Gwanda,14450,0101000020E61000005DE800778F023D4018D819958AF034C0
Gwangju,1440000,0101000020E61000001D531CAC24BA5F4018CDCAF621964140
Gweru,183358,0101000020E6100000AA3F6777EDD13D40C15774EB357333C0
Gyangze,10000,0101000020E6100000AEE5DF7888685640CE250B4E33F33C40
Gyda,10,0101000020E6100000994121A7D49D5340711FB93569B85140
Gyeongju,155237,0101000020E6100000897D0228C62660409A339188DFEB4140
Gympie,11649,0101000020E61000001F6EE23F781563400523E5DD47303AC0
Gyumri,148381,0101000020E61000009E071CAE7AEC4540DC2C5E2C0C654440
Győr,136081,0101000020E610000099AE714749A13140C3071B43A5D94740
Gävle,68635,0101000020E610000086257909A92A314058891E9D5F554E40
Gómez Palacio,399328,0101000020E61000002F0ED36300E059C06E7DA2FCEE913940
Göteborg,537797,0101000020E61000000F1AC5040FF527400F234252C5DA4C40
Göttingen,139419,0101000020E6100000DD60A8C30AD7234003E2BF8A9DC24940
Güines,68935,0101000020E6100000EB19C231CB8154C0E778BB140DD63640
Gümüşhane,32250,0101000020E610000077A3EAB2F3BD43409D6BF35A643B4440
Ha Giang,38362,0101000020E6100000E523CE2FEF3E5A403518D9846AD53640
Haapsalu,11805,0101000020E6100000DCEA8376988A3740A327C00BB6784D40
Haarlem,349957,0101000020E6100000EC18575C1C851240756D14FEB1304A40
Hachinohe,239046,0101000020E6100000490966F147B1614041553B7947414440
Hachiōji,579399,0101000020E610000071A2A7126F6A61407171F9B42FD44140
Hadiboh,11396,0101000020E6100000E63E390A10034B40F6285C8FC24D2940
Haeju,224231,0101000020E61000002BD4E473B86D5F4047E350BF0B054340
Hafar al Batin,249194,0101000020E61000008B8DD4D6E3FA4640346376BB036F3C40
Hagere Hiywet,43920,0101000020E6100000200DA7CCCDEC4240AC68BD29F6F52140
Hagerstown,79662,0101000020E6100000767E9B0F196E53C042C2418C21D24340
Hai Duong,58030,0101000020E6100000D6F4EA2D2F955A40C84BEDFB26F13440
Haifa,1011000,0101000020E61000002E347CB0317D41403D90060143694040
Haikou,2046189,0101000020E61000007F78A74C7B945B408B3963F3CC0C3440
Hail,385257,0101000020E6100000F80B2C369CD944403D6F192609863B40
Hailar,231171,0101000020E6100000CD3FFA26CDEC5D40E7ACAAF298994840
Hailun,109881,0101000020E61000001B49827085BB5F40B6AF4D74A7B94740
Haiphong,1969000,0101000020E6100000905841C266AB5A40D3D5C2D1FAD43440
Haiya,20000,0101000020E6100000E3F093B42C31424097676F3A13563240
Hajjah,208287,0101000020E6100000CD66C4BB12CD45401F99B3E32B622F40
Hakha,20000,0101000020E6100000BD1292167867574072CC689A66A63640
Hakkâri,77699,0101000020E610000029A380A3D3DE454079909E2287C94240
Hakodate,302984,0101000020E6100000B9F880E5AD9761401ABDBFE6C1E54440
Halachó,9165,0101000020E6100000D229D9FB1E8556C06ADD06B5DF7A3440
Haldia,200762,0101000020E6100000F36CFBC3BB035640AF7EC74B92063640
Half Way Tree,96494,0101000020E6100000871A8524333353C01B74F85A86083240
Halifax,359111,0101000020E6100000F6798CF2CCCC4FC0B6C9970634534640
Hall Beach,654,0101000020E61000000F09DFFB1B4F54C002B1112D1E315140
Halley Station,70,0101000020E6100000E6AD5F5562793AC0F5A7E8A3E70553C0
Halls Creek,1209,0101000020E610000022609CACF5EA5F400DE066E9013932C0
Halmstad,55657,0101000020E61000004BC22A830FB62940C0EECFA0FC554C40
Hamadan,528256,0101000020E61000009303D1EEEB414840FC5C2338E4654140
Hamah,460602,0101000020E6100000145D177E705D4240E0C7878F3E934140
Hamamatsu,977023,0101000020E6100000BDD4BE6F72376140BED06DD3E95B4140
Hamar,29479,0101000020E61000004CBE7E2D542326405F132DD4F5684E40
Hamburg,1757000,0101000020E61000006B5496D700FF2340ABED26F8A6C64A40
Hamhung,773000,0101000020E61000008E902683C8E25F407CF1457BBCF44340
Hami,580000,0101000020E61000001D52B1D6F5605740EFE76F9DDA694540
Hamilton,721053,0101000020E61000005034B4A61EF553C0718DCF64FF9F4540
Hamilton,8869,0101000020E61000001E19ABCDBFC0614000ADF9F197DD42C0
Hamilton,148200,0101000020E610000069A44A3944E96540203DEA549EE342C0
Hamilton,52320,0101000020E61000001FC7C5072C3250C074A61A07A8254040
Hammerfest,10000,0101000020E61000005A1EB5D320B037402300EE6852AA5140
Hampton,366766,0101000020E6100000798FD893651653C02607A2DDD7834240
Hancheng,222135,0101000020E610000092205C01859B5B403D450E1137BC4140
Hancock,16355,0101000020E6100000FB35FEE92B2556C0634DC00A4B904740
Handan,1631000,0101000020E6100000357BA015989E5C401AADFE637C4A4240
Hanggin Houqi,39954,0101000020E6100000F30016F9F5C85A40CFA44DD53D714440
Hangu,332793,0101000020E6100000F45B2A25BA715D40D505BCCCB09D4340
Hangzhou,3007000,0101000020E610000038D66AB4C10A5E400137E6D07D403E40
Hania,78728,0101000020E61000002B8B1DE8FC033840CE13742090C14140
Hanoi,4378000,0101000020E61000008E5143C046765A40B5ED6AA807093540
Hanover,722490,0101000020E61000001BE1A3B4ED6E2340A4CD27E1F82E4A40
Hanzhong,145986,0101000020E610000016E5886BEBC15A40EED4B727A3904040
Haora,4841638,0101000020E6100000358AAE926214564004F8F5BDAE953640
Happy Valley - Goose Bay,7572,0101000020E6100000C069B05F66264EC0CC176A0366A64A40
Hapur,242920,0101000020E61000000072C284D170534028EBDC5960BE3C40
Harar,174994,0101000020E6100000B0C4A81034134540CA1649BBD1A32240
Harare,1572000,0101000020E61000009075278EF20A3F40F5A4A723DBD031C0
Harbin,3621000,0101000020E610000015E2917879A95F40A4F1553C3FE04640
Hardin,4448,0101000020E610000081D07AF832E75AC03221E692AADD4640
Hargeisa,477876,0101000020E6100000060DFD135C0846400B0E8A41BB1E2340
Harlingen,110339,0101000020E6100000C6F18D322C6C58C01A01704793323A40
Harper,32661,0101000020E6100000765C435F30DE1EC0989A4EFC62801140
Harrisburg,528892,0101000020E610000061CA1BBB9F3853C02D584F5205234440
Harrisonburg,42538,0101000020E61000002B3EF493A0B753C0038E4EA786394340
Harstad,19433,0101000020E610000020C9F66BFC833040D434DE0C6D325140
Hartford,913000,0101000020E61000001D0E0176A42B52C0DDCF29C8CFE24440
Hasselt,69222,0101000020E6100000C0444D48A95A15401C41422BE4764940
Hassi Messaoud,18124,0101000020E6100000FCD1263DC23718405C2B908FCCB33F40
Hastings,66100,0101000020E6100000CA69F40FC71A6640585AA1A3B0D143C0
Hat Yai,317954,0101000020E610000037DB81DF2B1E594008BD48B258FC1B40
Hathras,126882,0101000020E610000045871B4B338353402FBBCC5598993B40
Hato Mayor,35999,0101000020E6100000D769A4A5725051C0A89B7A9395C33240
Hattiesburg,58874,0101000020E61000008B749A60935256C07CE01923C8533F40
Haugesund,40321,0101000020E6100000E0FD4C18281C1540181EA0A0B9B44D40
Havana,2174000,0101000020E6100000988922A46E9754C0DB47139447223740
Havre,11154,0101000020E6100000BD2319285F6B5BC08DFD1B6ACA454840
Hawalli,164212,0101000020E61000000C0ADEEBFFFF4740DA722EC555553D40
Hawera,11100,0101000020E61000007C139E2BE5C86540D2CD59FA2BCA43C0
Hay River,3900,0101000020E61000001683442A74F25CC0E5D20F313A684E40
Hays,21394,0101000020E6100000320400C79ED458C0F24BB32F8F704340
Hearst,5043,0101000020E6100000D363004DA9EA54C0320D79BAA9D94840
Hebi,244662,0101000020E61000009C07663B158E5C4022F6AEE6A5F94140
Hechi,3830000,0101000020E6100000CCD426DD4F055B4018163B0BFCB13840
Hefei,2035000,0101000020E61000007AA3FBDECB515D400AF0822D1BDA3F40
Hegang,743307,0101000020E610000055A89CD37E49604072A793465EAC4740
Heidelberg,426590,0101000020E61000005607E522636621405B087250C2B54840
Heihe,109427,0101000020E6100000D00E13688BDC5F40356FE6A100204940
Helena,38725,0101000020E6100000F6B52E3542025CC04CDE0033DF4B4740
Helong,85756,0101000020E6100000CA294BBE23206040B33401D072444540
Helsingborg,91304,0101000020E610000053E864695072294080EF870749054C40
Helsinki,1115000,0101000020E6100000FA0A137FB5EE3840FD3F4886F7144E40
Hengshui,456356,0101000020E6100000851D6BEBCCEC5C401B16FE6728DC4240
Hengyang,1016000,0101000020E6100000B9EF07F2A2255C406A8995D1C8E13A40
Herat,481009,0101000020E610000043C6A354C2154F4087B0D0BD3D2A4140
Heredia,21947,0101000020E61000000C3CF71EAE0755C013656F29E7FB2340
Hereford,15675,0101000020E6100000C99BB289829959C0F7425C9434694140
Herisau,15438,0101000020E610000005C078060D91224075CB0EF10FB14740
Hermanus,25153,0101000020E61000002AFAE879DC3A3340BC934F8F6D3441C0
Hermosillo,595811,0101000020E61000008750A5660FBD5BC0C52E9B4A50193D40
Hervey Bay,25114,0101000020E610000024F83A04E91A63402440F273E84939C0
Hetauda,232334,0101000020E610000065506D7022425540DEC02ED4AB6A3B40
Heyuan,330961,0101000020E6100000744CCC6985AB5C40023A820AFDBA3740
Heze,1338000,0101000020E610000060B01BB6ADDC5C4035CC75BFAF9D4140
Hickory,89462,0101000020E610000014F29C88D95554C0397B0CFBE2DD4140
Hidalgo del Parral,103378,0101000020E6100000F0D53329AA6A5AC061116855F0EE3A40
Higuey,123787,0101000020E61000009609BFD44F2D51C08177F2E9B19D3240
Hilf,8500,0101000020E6100000A7EF90BD39704D4098A9A4A9F9A73440
Hillerød,28313,0101000020E61000006F62484E26A2284070F14B5876F74B40
Hilo,52391,0101000020E6100000ADF4C5F89B6263C055596A02A5B43340
Hinche,18590,0101000020E6100000FCD4C276410052C021D390A79B243340
Hindupur,168312,0101000020E6100000429B77F75B5F5340A1455B3A8B8F2B40
Hinthada,180728,0101000020E6100000AE4C535FF1DD57404D38AA89F4A53140
Hinton,10265,0101000020E610000028277F9C55655DC0223E0B9D32B34A40
Hios,26891,0101000020E61000006CF76173C4223A40EB6E43311E2F4340
Hirosaki,174972,0101000020E6100000045F2C670A8F61409A45836FF5484440
Hiroshima,2045000,0101000020E6100000952309671C8E604014CD0358E4314140
Hisar,544829,0101000020E6100000E384AEE966EE5240B6B4BF58842B3D40
Hlatikulu,2748,0101000020E610000031D4E822654F3F40C644A1F7F7F53AC0
Hlotse,47675,0101000020E61000008DA7D4DB550E3C4036CAFACDC4E03CC0
Ho,93044,0101000020E6100000AEEFC3414214DE3FA7CA9CD3D1661A40
Ho Chi Minh City,5314000,0101000020E6100000F25E8CB3FDAC5A40CED4E53035862540
Hoa Binh,105260,0101000020E61000006F319AF0A6555A403DADECCC4ED03440
Hobart,80870,0101000020E6100000281B20E27069624038691A14CD6C45C0
Hobbs,28738,0101000020E610000065F61ED3FFC859C04F54DBF2365B4040
Hodrogo,10,0101000020E61000006CE5CA45213258407AF601EDB37B4840
Hof,56153,0101000020E6100000E5EC9DD156D52740907351E394284940
Hofuf,637389,0101000020E61000004761CDB7F4CA48409A86979647593940
Hohenau,5306,0101000020E610000039382C04C3D24BC0DB6B75AFFB163BC0
Hohhot,1726000,0101000020E610000056C9117C1DEA5B40E5338FB234694440
Hokitika,3078,0101000020E6100000DC0E0D8B5160654014F93FD1865A45C0
Holguín,319102,0101000020E610000045E169E8D51053C0B9C4910722E33440
Holman,500,0101000020E6100000FA87E3AFFF6F5DC0A9DA6E82EFAE5140
Homer,6560,0101000020E6100000F191DE818BF162C098BCA6AC4BD24D40
Homestead,85967,0101000020E6100000C6FF780A941E54C0C2A6CEA3E2773940
Homs,1005000,0101000020E610000005C5EAEAE95B424089E4750EAF5D4140
Homyel,480951,0101000020E61000002332079C00003F40F5A276BF0A374A40
Hon Quan,40279,0101000020E61000005426EB2667A65A40CB90195EFF4C2740
Honda,35469,0101000020E6100000CA4862EEFFAF52C0BF60DCB2E8C21440
Hong Gai,172915,0101000020E61000002B06FEA666C65A4047B1378CDDF53440
