k,temp
63,"[0101000020E40E0000FA3ED5E0C6B25040540D10F0681242C0@2001-03-22 15:37:00+01, 0104000020E40E0000020000000101000000D0108DA6B880584060A25B7D2A0E13400101000000661A7E93152C564070752E480CF00FC0@2001-03-22 15:40:00+01, 0102000020E40E00000200000050333C4C98841240E848A85D61F3584094D7C7C2B6A21440128A23FCBEC75640@2001-03-22 15:49:00+01, 0101000020E40E0000F41CD4AE37C14E4098E4BCE8E33A49C0@2001-03-22 15:52:00+01, 0102000020E40E000002000000A8865548B35320C044884E0DE88436C0ECB122DB14E92EC00E1C3A227D873DC0@2001-03-22 15:57:00+01, 0104000020E40E0000020000000101000000AD6BBB6E0AE34BC0BE07ED716D0C41C001010000009CF4740B324550C005AF94FD45EA3BC0@2001-03-22 16:07:00+01, 0104000020E40E0000020000000101000000F0065854653F404040412A53543B13400101000000414FB4F012493B4010568E04A84CDD3F@2001-03-22 16:14:00+01, 0102000020E40E000002000000F0C33CA435F35040EBDCB030B2E449C0AE17E24384495140882E700E83DE4AC0@2001-03-22 16:19:00+01, 0102000020E40E000002000000F0C33CA435F35040EBDCB030B2E449C0AE17E24384495140882E700E83DE4AC0@2001-03-22 16:24:00+01)"
64,"[0104000020E40E0000020000000101000000541AD47963634440B09A1F3092A216C00101000000CF3D71DD9FA2424091F676DFC1C628C0@2001-05-02 22:46:00+02, 0104000020E40E0000020000000101000000DBA193C5BDE244C05892429D962F25C0010100000035BF14FAFA5D43C0E20E251DA14D23C0@2001-05-02 22:50:00+02, 0102000020E40E000002000000A4C92541675C42409F5132CE0CA957C0A937FADBCA693D4080C5D5EDB7E655C0@2001-05-02 22:53:00+02, 0102000020E40E000002000000D06441D304271E40083E4D2FB2CC3C40906F18822AD1FABF52797232D82B3D40@2001-05-02 22:55:00+02, 0104000020E40E000002000000010100000080F9EBBBDE3A0840FCBCFBBDE93F5840010100000020564468DC8D1140CF7ED99A995B5740@2001-05-02 22:58:00+02, 0104000020E40E0000020000000101000000C05D1A62C3381C40F426E0557B88564001010000006062456F2627DFBF0A8E7DEF9DFA5540@2001-05-02 23:06:00+02, 0104000020E40E00000200000001010000002DE662ECE17E55C0C27B983B7DDC54C00101000000B830C518FFB056C0931BFC72688F54C0@2001-05-02 23:09:00+02]"
65,"[0101000020E40E000000C5A426820CEBBF83AC8A05B1424BC0@2001-06-04 15:49:00+02, 0101000020E40E0000C88746261E264AC07CDCBEFD819D5040@2001-06-04 15:59:00+02, 0104000020E40E0000020000000101000000F701D82B3EC651C04EEFFB8C575051400101000000AFF6BE4EBE284FC02BDAC06E4B0A5040@2001-06-04 16:06:00+02, 0104000020E40E000002000000010100000034A52D10723448403D606A0A199454C001010000004131C455C2274C4008E2C35CF3CD52C0@2001-06-04 16:11:00+02, 0104000020E40E000002000000010100000034A52D10723448403D606A0A199454C001010000004131C455C2274C4008E2C35CF3CD52C0@2001-06-04 16:18:00+02)"
66,"(0101000020E40E000046B5189E5697544043E45ECDF52549C0@2001-07-27 16:13:00+02, 0104000020E40E000002000000010100000010216237BAFF3EC05CEDA95534A956400101000000432A339B869041C03448CCF4245C5840@2001-07-27 16:17:00+02, 0102000020E40E000002000000EA72FF6C352053C0C84153815CAA4F408BD465EDCB5B53C070E2ECF520EC5140@2001-07-27 16:22:00+02, 0102000020E40E000002000000A861C6D9B4105540FF14C5560CBA49C0B381DCE950195540B1510A13647946C0@2001-07-27 16:30:00+02, 0101000020E40E0000202264C1575B344058B4C0DA51E853C0@2001-07-27 16:34:00+02, 0102000020E40E000002000000A042F6AEA8B540C00C493DEA1B843B4044C66AA79E3139C01183B79B050F3840@2001-07-27 16:43:00+02, 0101000020E40E0000E01AAE6D83E307401328A7F26DBA55C0@2001-07-27 16:49:00+02, 0104000020E40E00000200000001010000000069DEDBE95A28C0C82EC1BB73EF52C00101000000648CCB2A32162AC0D0E1A92F822751C0@2001-07-27 16:55:00+02, 0104000020E40E00000200000001010000000069DEDBE95A28C0C82EC1BB73EF52C00101000000648CCB2A32162AC0D0E1A92F822751C0@2001-07-27 16:56:00+02)"
67,"(0101000020E40E0000C04762DBAAD34540C05C951518D73DC0@2001-10-19 19:03:00+02, 0104000020E40E000002000000010100000043A8AFAE95A848C0D0F4076BB42E314001010000000470DBFF3BDB48C0DD8CC62E8B793440@2001-10-19 19:06:00+02, 0104000020E40E000002000000010100000043A8AFAE95A848C0D0F4076BB42E314001010000000470DBFF3BDB48C0DD8CC62E8B793440@2001-10-19 19:15:00+02)"
68,[0102000020E40E000002000000F88A2E178D4A524032F05D185C7452C066E7516AD9635040CCF2A8ED9AB551C0@2001-06-17 21:22:00+02]
69,"[0102000020E40E00000200000030AEAE1A51AC38C0644F281B3E7E45C01A485B3B94CE36C052FDF2237D9C46C0@2001-04-04 06:49:00+02, 0101000020E40E0000C3E2791109A450C0E025F2103FA244C0@2001-04-04 06:57:00+02]"
70,"[0101000020E40E0000F670D4F23EA240C000B79A6D211E0240@2001-03-18 09:42:00+01, 0104000020E40E0000020000000101000000EAB4EF80E8D653402CF00628BEBE4DC0010100000075CD799BB85F5140AE71E8A2BE144FC0@2001-03-18 09:45:00+01, 0101000020E40E0000441A1A98B31F3EC0448DDDEF12E43FC0@2001-03-18 09:47:00+01, 0101000020E40E00003860D55432904C4040C510BF6BE51840@2001-03-18 09:51:00+01]"
71,"(0104000020E40E00000200000001010000007CD4BC6DB17E50C0771A28BE3CE64FC0010100000076C40189AEFB50C0443D0ADCF86E4BC0@2001-08-20 16:55:00+02, 0104000020E40E000002000000010100000080B9F9BA788A2FC0A82C0F79588239C00101000000FB91156F09C027C02E7591594FFD37C0@2001-08-20 16:58:00+02, 0101000020E40E0000F4304D7B044B544048F5791F7A472D40@2001-08-20 16:59:00+02, 0102000020E40E00000200000090D34A24EFB9364014D6BF3FEC964F408AEBAF3FF03734407FA2B3EA11464E40@2001-08-20 17:08:00+02, 0104000020E40E00000200000001010000003A99E8283C445840CCD6932DD5CB4FC00101000000D6948E2D8F185640BC6F9FE944C64FC0@2001-08-20 17:14:00+02, 0101000020E40E0000929710C7D69254C0D03607395E3036C0@2001-08-20 17:23:00+02, 0101000020E40E00003295125A2AD95740A068F04A09B630C0@2001-08-20 17:29:00+02]"
72,[0104000020E40E00000200000001010000002A58EDEC3EDB43C0F8270C46B4F7504001010000007654E77470DD40C03507A678FEB64F40@2001-05-13 15:49:00+02]
73,[0104000020E40E0000020000000101000000E883B0DA37FC56408092A328DB27454001010000000474C13C90B958402E84212E1A2B4440@2001-09-05 17:57:00+02]
74,"(0101000020E40E0000F08CFC456BCD55C08020ACACCFB82A40@2001-12-08 19:54:00+01, 0104000020E40E0000020000000101000000E04E1A1D1DDB15401439B6FF0A794C400101000000DC917092F0312B407FEBA906351D4940@2001-12-08 20:03:00+01, 0104000020E40E0000020000000101000000B06729CB4D7F16C090BBE868C6F6534001010000000E55D32D514724C0D27D29A9192C5340@2001-12-08 20:06:00+01, 0101000020E40E000050B94CECDB623340D83CCF30038E3DC0@2001-12-08 20:10:00+01, 0104000020E40E000002000000010100000076E0F5F2040151C08F2414FC6A5B57C00101000000FFD911C9CA1A51C01EFE6281525857C0@2001-12-08 20:11:00+01, 0102000020E40E000002000000B6D3D60884ED52C0DFA275675CAD50C0DCB5BF4B8B5D52C01D6111012E5952C0@2001-12-08 20:16:00+01, 0101000020E40E00007DD32AEFCE7946C06C4B17E53D3C4340@2001-12-08 20:26:00+01, 0102000020E40E000002000000A235C9F524C944C07171D869407057C0A6A1CDC1BAED45C0BAD00F22DCCB57C0@2001-12-08 20:31:00+01, 0104000020E40E000002000000010100000080B136B5F1371240E0C3832BFD5326400101000000C0169461419CCC3F86CC7046D30F2440@2001-12-08 20:34:00+01, 0104000020E40E000002000000010100000080B136B5F1371240E0C3832BFD5326400101000000C0169461419CCC3F86CC7046D30F2440@2001-12-08 20:35:00+01)"
75,"(0104000020E40E000002000000010100000016D22B15BF1D4AC010553DC166AB48400101000000D8AC096E7FDF4EC0C2F9120479894440@2001-09-14 08:54:00+02, 0101000020E40E0000CEC75A93A70D45C0360226C72C4F5540@2001-09-14 08:58:00+02]"
76,"{[0101000020E40E0000709CCC4554AF3C40D256F1A55B7240C0@2001-03-10 06:39:00+01, 0101000020E40E0000709CCC4554AF3C40D256F1A55B7240C0@2001-03-10 06:46:00+01), [0101000020E40E00003CD2BAE9235E42402CC59FE67E653DC0@2001-03-10 06:53:00+01, 0104000020E40E0000020000000101000000202B6DA034805840A79F0990294B50C00101000000D2905CA34F575740DE759F8C41B652C0@2001-03-10 07:00:00+01, 0102000020E40E000002000000F977B4CE19AA57C02049D715B90A2A40A930B36FA47255C0D1EA0CB8D4603240@2001-03-10 07:05:00+01, 0101000020E40E000070D9ED916F0732407C0B9F656CCC3DC0@2001-03-10 07:06:00+01, 0102000020E40E0000020000002816E01DF40624C0F48148EA81F14540E4A504EBE8A510C0DA0C4A22DB8F4540@2001-03-10 07:13:00+01, 0104000020E40E0000020000000101000000805C28F65BF9E13F7420E2B671223DC00101000000BC59EC3FE7AB1EC05AE3BD3D7F4F41C0@2001-03-10 07:20:00+01, 0104000020E40E0000020000000101000000B4A810526F1F5740E01EC0EA2F0844C00101000000E6296FD45CEA5640A8477531F15C40C0@2001-03-10 07:30:00+01, 0102000020E40E0000020000007CC34AE7572F434020B4A8A1D2C23D40693CD25D9F3C43406498A2B2B9A13640@2001-03-10 07:39:00+01, 0104000020E40E0000020000000101000000A4EFB9A6BF03584060640BA4E70122C00101000000A8CE52372AD0564000777F101C1D17C0@2001-03-10 07:49:00+01], (0102000020E40E0000020000002ECDE2B1A22E5040260BDD39509B4AC0600D4280C00F4C40D1FB8973625D4CC0@2001-03-10 07:50:00+01, 0102000020E40E000002000000D0C3EAD794B04FC0F5401EC33F9655C0E5A5CDD0AF3E51C0861ECF30867C54C0@2001-03-10 07:59:00+01], (0101000020E40E0000CC38E4946A794F40E7B0A804786B4EC0@2001-03-10 08:04:00+01, 0101000020E40E0000F864376817C757C0B8B7D5CE9A2B4540@2001-03-10 08:13:00+01, 0102000020E40E0000020000005C5FCEA2B4C95240E4148D00E63446C07117C86CA7B25240E4431A325C0545C0@2001-03-10 08:23:00+01, 0104000020E40E00000200000001010000009240023AF01E48C058FCE756B0BF50C001010000005602C49DCF3748C08E6E6A921B8B51C0@2001-03-10 08:24:00+01, 0102000020E40E000002000000748838C689B751400A786BD99A0444C058220AA2F2785240C603B6D390AE45C0@2001-03-10 08:27:00+01, 0102000020E40E000002000000748838C689B751400A786BD99A0444C058220AA2F2785240C603B6D390AE45C0@2001-03-10 08:33:00+01), (0101000020E40E0000BA5D1DCA107552C0A86E9265E98F4740@2001-03-10 08:36:00+01, 0104000020E40E0000020000000101000000E67EC2A0148844C0FD85A74508D550C00101000000CAFE46C3C34F41C0C7620BC491BE50C0@2001-03-10 08:46:00+01, 0102000020E40E00000200000008EC8164FD173D40A0E74E198DFC04405E9C6041423C4340E26DFDBBB5AD2140@2001-03-10 08:54:00+01, 0101000020E40E0000780A468A570741C0DC568C65E0F04840@2001-03-10 08:55:00+01, 0104000020E40E0000020000000101000000A825E8303E5238C000692C2FC50D1E40010100000096D6423E2D0733C018C62581F0502140@2001-03-10 09:03:00+01, 0102000020E40E000002000000C8B5E156D5DD4AC0A0E499CA82B5004089CA4C29D8534AC088CBDAD69E51FE3F@2001-03-10 09:10:00+01], [0104000020E40E000002000000010100000009E5C5A3046555C014475DC5655E42C0010100000026E5B8C75FED52C0ED5953DF803847C0@2001-03-10 09:13:00+01, 0104000020E40E00000200000001010000009C4ACB61E5E030C0F0AC5BE94140494001010000002D18AF58C1A626C009F15E7F270B4740@2001-03-10 09:22:00+01, 0102000020E40E00000200000080A660593CA029401C42C81ECDCA41409DAE00F3589F3540F5F9DB3135C14540@2001-03-10 09:31:00+01, 0101000020E40E00006E14B2FC452351C0DC4487F28E475840@2001-03-10 09:40:00+01, 0102000020E40E000002000000409B49DC68212B40F470BFAE3355524013C05071D36337401878CD1ADB455340@2001-03-10 09:43:00+01], (0101000020E40E0000C27A76CBCA8453C0705AFC5987594440@2001-03-10 09:49:00+01, 0101000020E40E0000C27A76CBCA8453C0705AFC5987594440@2001-03-10 09:53:00+01)}"
77,"{(0102000020E40E0000020000001E239DBF4CC858C00010E004FD0354401764A8D2295658C02639C4BA2E0B5440@2001-08-22 23:51:00+02, 0102000020E40E000002000000D08C7B1FB87B1C40B0A617260E8038C014A7DEAADC9B2640A095106226182FC0@2001-08-22 23:53:00+02, 0101000020E40E0000667DE1BE68C645C0B6B5199579B95840@2001-08-23 00:01:00+02, 0104000020E40E0000020000000101000000D83862785DC629C0FD246DA58E3D50C00101000000B07F1C7B574B0BC0A0A246C287EF51C0@2001-08-23 00:09:00+02, 0102000020E40E0000020000008E55C0DA5C7F524074B7B8F1C1875340B5B987DCA0C7524052DA517C0FD35140@2001-08-23 00:10:00+02, 0101000020E40E00001BDD60D64D9B53C08457267FAD315040@2001-08-23 00:11:00+02, 0101000020E40E00001BDD60D64D9B53C08457267FAD315040@2001-08-23 00:19:00+02), [0102000020E40E000002000000281818822D683B403C61F991CF6D4AC00238726480D134403C6FA0551FFD4AC0@2001-08-23 00:22:00+02, 0104000020E40E00000200000001010000003CAAC0534CC84040792692F6C90655C001010000004A878FA255FF3840C00AD30CEF4655C0@2001-08-23 00:32:00+02, 0104000020E40E00000200000001010000006E0E7144089542C0C6427E7C59995440010100000056F864BDF7B344C0D89D6395D7285340@2001-08-23 00:35:00+02, 0104000020E40E00000200000001010000006E0E7144089542C0C6427E7C59995440010100000056F864BDF7B344C0D89D6395D7285340@2001-08-23 00:38:00+02), (0104000020E40E000002000000010100000098EB1E950CE128403C9C6056B25345C0010100000056C8CE4FC75D1A40C359EA7A5BA143C0@2001-08-23 00:48:00+02, 0101000020E40E0000A8A6B15A635636C048CFC0D2632D51C0@2001-08-23 00:54:00+02, 0101000020E40E00001C53B092E6D04240CF5C7BB67A9653C0@2001-08-23 00:56:00+02, 0102000020E40E000002000000F64BB962791C56C037F07E41679553C037DED8B7F17E55C0882943616A5C53C0@2001-08-23 01:00:00+02, 0102000020E40E000002000000F64BB962791C56C037F07E41679553C037DED8B7F17E55C0882943616A5C53C0@2001-08-23 01:01:00+02), [0104000020E40E00000200000001010000004EA2D3FEA54F42C05A81AB80EFAF554001010000003099DE2F2CAE43C03BD33A13992E5440@2001-08-23 01:08:00+02, 0102000020E40E000002000000088D3CD4BC8B48C05C0E16A124AB3CC01A9E849286C446C0CCC4E7C56F2D40C0@2001-08-23 01:15:00+02, 0102000020E40E0000020000009B704CFCCBA656C01416077644484540400CA6DCCA0855C082DA867B1AD04140@2001-08-23 01:22:00+02, 0102000020E40E0000020000009B704CFCCBA656C01416077644484540400CA6DCCA0855C082DA867B1AD04140@2001-08-23 01:27:00+02), [0104000020E40E00000200000001010000003DB31B15BBBA48C0111F2753720D53C001010000002D94CAF024294CC04AFB9D317E6354C0@2001-08-23 01:31:00+02], (0101000020E40E0000106F49947A96134080A9631466604C40@2001-08-23 01:37:00+02, 0104000020E40E0000020000000101000000D5BE18A075DC51C04A0476C4AC9E4FC00101000000607A2B1FF00D4FC011BA3A93D9D24BC0@2001-08-23 01:47:00+02], [0104000020E40E00000200000001010000003DE60B6AD89D4CC07430D382A44D4E400101000000F26FD1EB01634AC05B863DDB72344F40@2001-08-23 01:56:00+02, 0104000020E40E0000020000000101000000573BDA4C822C50C0F414F13B443857400101000000CCA2CBF6B28451C008FE28E84F2D5740@2001-08-23 01:57:00+02, 0102000020E40E00000200000000A76B75335E1EC0A0963A1F340237401810F53B2C2A0DC06ED09A4FD6922F40@2001-08-23 02:06:00+02, 0102000020E40E000002000000B0BE1108D2464940C41E5E7856793A40C2C60E57011D4840D5D5501504B04040@2001-08-23 02:15:00+02, 0102000020E40E0000020000008EA201A997C050400288C6A3EAA348C07368AB171E445040894A3F624AEA49C0@2001-08-23 02:20:00+02, 0104000020E40E0000020000000101000000BCD59B77ACEF47400CCC6A93DB9A50C00101000000C02D479DA8444640E8DA643B78DE50C0@2001-08-23 02:25:00+02, 0102000020E40E00000200000078BAAD616574324034A7A513E9164E40F613C8F2FE0138402E43732AC86A4C40@2001-08-23 02:30:00+02, 0104000020E40E0000020000000101000000A1BBA3188DEF50C0385829A6DE772A4001010000001E4E89577DE34FC09820F2C02BBA3640@2001-08-23 02:40:00+02, 0101000020E40E000044C54CA05BDF4B4018760D3086DE2840@2001-08-23 02:44:00+02, 0101000020E40E000044C54CA05BDF4B4018760D3086DE2840@2001-08-23 02:46:00+02), [0101000020E40E000030385AB69E0D36C0DBAC852F67E244C0@2001-08-23 02:49:00+02, 0104000020E40E000002000000010100000078F3B75695D34CC00E31CCDF4BDE52C0010100000091E5600A4BFC4DC05296EA86159751C0@2001-08-23 02:55:00+02, 0104000020E40E000002000000010100000078F3B75695D34CC00E31CCDF4BDE52C0010100000091E5600A4BFC4DC05296EA86159751C0@2001-08-23 03:05:00+02)}"
78,"{[0104000020E40E000002000000010100000050D845517AAF1F40BE807DF3881F55400101000000E8E03EC000B01240421F0EF295BF5540@2001-11-22 02:54:00+01], (0102000020E40E000002000000F257B2DEB0A747C0A8E3B0F8458B21401672C54C529946C016D5AFDC38572040@2001-11-22 02:59:00+01, 0104000020E40E00000200000001010000008CF2053537FA37C044905DFAB1AD53C001010000005BD5AAE38AE640C020CB499E420054C0@2001-11-22 03:09:00+01, 0101000020E40E000012C9E371279E48C04726556ED7AE55C0@2001-11-22 03:19:00+01, 0104000020E40E0000020000000101000000F8047C6A71CE464016553F5BE15C5240010100000092FA6A9D06FC4A40063B9F5DC97D5340@2001-11-22 03:24:00+01, 0104000020E40E0000020000000101000000F8047C6A71CE464016553F5BE15C5240010100000092FA6A9D06FC4A40063B9F5DC97D5340@2001-11-22 03:27:00+01)}"
79,"{[0101000020E40E00008890FDD61764564078C8F64534B73F40@2001-01-07 07:18:00+01, 0104000020E40E0000020000000101000000FE8229DD4DAE5540086299975D9837C0010100000090521D3D543053403E854C39409336C0@2001-01-07 07:19:00+01, 0101000020E40E0000E05AAB130D862440024CD118273850C0@2001-01-07 07:26:00+01, 0104000020E40E0000020000000101000000187282B2078D4C4011403F0F227556C00101000000BC87BFD0E3574F40267D6E2CA2B754C0@2001-01-07 07:32:00+01, 0102000020E40E00000200000001DDAC0628A955C0FC263975D8BA374044529BE47F4453C0EE8CB2EEAD682D40@2001-01-07 07:40:00+01, 0101000020E40E00009891E9DE72562A40D8554F5AFA8D3F40@2001-01-07 07:45:00+01], (0104000020E40E0000020000000101000000065C708C72C15140FDEF3C3312CC52C001010000009A091C0D439E53405E55ECD725E052C0@2001-01-07 07:51:00+01, 0102000020E40E00000200000007E05EC3FC0556C0ACF4CF9FCF7E41C03B30BD26EC6B56C08FCFE0E0FF9D43C0@2001-01-07 07:53:00+01, 0101000020E40E0000D8020FC8483032C0148D0780B19C3BC0@2001-01-07 07:57:00+01, 0102000020E40E00000200000040514FFD100813C03077588AAC9A40C0D08EE7BF622D04400A2D115A679F43C0@2001-01-07 08:00:00+01, 0102000020E40E00000200000040514FFD100813C03077588AAC9A40C0D08EE7BF622D04400A2D115A679F43C0@2001-01-07 08:06:00+01), (0102000020E40E000002000000A0875E63B40045C0B27C81EFE86157C07683FBC7EF7440C0A6E42A28E16A55C0@2001-01-07 08:16:00+01, 0101000020E40E0000E2A890D66D185140C35CD24C72A447C0@2001-01-07 08:17:00+01, 0101000020E40E0000344760067E8D3440764A9482BF984EC0@2001-01-07 08:19:00+01, 0101000020E40E0000344760067E8D3440764A9482BF984EC0@2001-01-07 08:25:00+01), [0102000020E40E000002000000E0EA4820598B4F4044412F3E0F414340D1AF64FD3F914B4034F87E2E4FFE4440@2001-01-07 08:30:00+01, 0101000020E40E0000302076B8F60B28C092D81FDB1F0256C0@2001-01-07 08:36:00+01, 0104000020E40E0000020000000101000000B4B61096C01B474055D6C67FC0EF48C001010000006E57E3CD72E74240F095F665086E4AC0@2001-01-07 08:42:00+01], (0102000020E40E000002000000E0EB4EF8A47F384088C5B36083FF4540F0DC8C651B8635405C39F3C69CCF4240@2001-01-07 08:43:00+01, 0102000020E40E000002000000A875635901CF44C01C6927820A02504054F3CC2C4D8D40C01B6DD2E7D1AA4E40@2001-01-07 08:46:00+01, 0102000020E40E00000200000018E5EEE8FEE2274038EAE06FD5382C40F8CA95829C110E40A9F055AEBFF23540@2001-01-07 08:49:00+01, 0104000020E40E0000020000000101000000C0725C9D682F3E4090D5190363182DC001010000003C6E8F1D48693D408255D205B51836C0@2001-01-07 08:54:00+01, 0101000020E40E0000D090D14FE93545400044EB02449349C0@2001-01-07 09:00:00+01, 0102000020E40E0000020000007EE19AF89DC654C0F0C26AE3DF0911C0748C9AA9CA4B53C03207AAB5CD9F2AC0@2001-01-07 09:04:00+01, 0104000020E40E0000020000000101000000509CACB85A9A4E4040BB6E7C219F0AC0010100000006F1063BD1D54E40B4D72C3A433110C0@2001-01-07 09:14:00+01, 0104000020E40E0000020000000101000000509CACB85A9A4E4040BB6E7C219F0AC0010100000006F1063BD1D54E40B4D72C3A433110C0@2001-01-07 09:21:00+01), (0104000020E40E0000020000000101000000CAA4B14B15AF46C09CA16F95C2194B400101000000486BD0A6E1D042C030CB5863CA284840@2001-01-07 09:25:00+01, 0102000020E40E0000020000003854C51FB3823D405D72E8741DDA56C0624C170969463C40B8D081D5D69F56C0@2001-01-07 09:29:00+01, 0101000020E40E00002B2CB42D40D657C008DBFF0D5BA95540@2001-01-07 09:34:00+01, 0104000020E40E00000200000001010000004A67B77B0C714CC040573D5AFB3112400101000000821CC20ECA6350C090617BF41D31E3BF@2001-01-07 09:37:00+01, 0101000020E40E0000009C0937EA84D63F2A14E3D2444B5740@2001-01-07 09:39:00+01, 0104000020E40E0000020000000101000000A0EC00C3BBD7524054ABC3912697564001010000003DFBC3B99D535340EC2AD598838A5640@2001-01-07 09:45:00+01, 0104000020E40E0000020000000101000000D67F11D77A4F504052563F2920FF44C001010000005E9AFA39D2874C407298DE84092748C0@2001-01-07 09:54:00+01, 0102000020E40E0000020000009611A1BF581254C0AE6790CF39FC584054D3DE5B39CD52C076D5C07B398D5640@2001-01-07 10:02:00+01, 0102000020E40E0000020000009811EFDCCD502B409ED178BF8DF445C01FA9364BA0602E40F4FF99881BE349C0@2001-01-07 10:03:00+01, 0102000020E40E0000020000009811EFDCCD502B409ED178BF8DF445C01FA9364BA0602E40F4FF99881BE349C0@2001-01-07 10:05:00+01), (0101000020E40E00003BBEDA8F115F48C0F09DC4FE550436C0@2001-01-07 10:06:00+01, 0101000020E40E000046914DF6185350C030F3BA3F5E7A3640@2001-01-07 10:13:00+01, 0104000020E40E000002000000010100000078BE56D5B14531C05E51286443005340010100000076D004CFC89227C0BC388DDE1B385140@2001-01-07 10:20:00+01, 0101000020E40E0000F9C6AE5D7ABA48C0126C63F57EAC47C0@2001-01-07 10:26:00+01, 0104000020E40E0000020000000101000000B8CFEDE05A3927C0400C5907845F01C0010100000045758E26139634C0307E128F82CB05C0@2001-01-07 10:31:00+01, 0102000020E40E00000200000098121A0F1BCD3E40585008F0DC934BC007E1657714694340C8500283D1A948C0@2001-01-07 10:39:00+01], [0101000020E40E0000986B89C93D892CC008854E39AB832140@2001-01-07 10:49:00+01, 0104000020E40E0000020000000101000000AA43919552625240F0B489B57A3650400101000000A2D7A0F00B9853403F32E4761E1A5040@2001-01-07 10:57:00+01, 0102000020E40E000002000000B04F9406048039405427DFCBE48A4FC0D5DFDF7F920C32400EE0D7E632944BC0@2001-01-07 11:00:00+01, 0101000020E40E0000D6A1DADD31625740B961F0959B2349C0@2001-01-07 11:09:00+01, 0101000020E40E0000D6A1DADD31625740B961F0959B2349C0@2001-01-07 11:15:00+01)}"
80,"{[0104000020E40E0000020000000101000000069E1DA87A4149C0DF32ECFE266944C001010000009030443D71AA4CC05A61922FA8D948C0@2001-02-05 20:09:00+01], (0102000020E40E000002000000A286BBB4330B40C0C4D65B6C33713CC0C12E91BEAFB43DC05D5A462D32CB34C0@2001-02-05 20:15:00+01, 0104000020E40E0000020000000101000000D8686EA7975A4B4046F9BD32010D5240010100000090C79C5744104E40A597FD8836C05040@2001-02-05 20:20:00+01, 0101000020E40E0000A8516D5B976E2B403603D80E8EC35640@2001-02-05 20:21:00+01, 0104000020E40E00000200000001010000007440FDC165A64C4050FAC8232C674440010100000020BDAC2704854E4065B772D6F2C64040@2001-02-05 20:28:00+01, 0102000020E40E00000200000014DE8F7E81E44240A095D40B9C7F23C0088E02D243323D40D074FAE44785FBBF@2001-02-05 20:36:00+01], [0102000020E40E000002000000302FFA0B0557194088CAAFBA0F6740C02CB6BBC281D81640D0C6B71854A040C0@2001-02-05 20:46:00+01, 0104000020E40E0000020000000101000000294BBC7251E458C0905BCD47D96F44400101000000CE591ED14CA256C02264CEC0D38C4540@2001-02-05 20:54:00+01, 0101000020E40E00006D509A7B67E258C09859201151E03C40@2001-02-05 20:59:00+01, 0101000020E40E00002082C2F5C03E3F40C03BC79751BA4F40@2001-02-05 21:09:00+01, 0104000020E40E0000020000000101000000F8FEBC7AFEA84C4018A9A4E013C754C001010000006FA64B18F4D04E404DC15FEC938A52C0@2001-02-05 21:17:00+01, 0104000020E40E0000020000000101000000F8FEBC7AFEA84C4018A9A4E013C754C001010000006FA64B18F4D04E404DC15FEC938A52C0@2001-02-05 21:22:00+01)}"
81,"{(0104000020E40E0000020000000101000000780D74A1C6FA54C040ADA879586D56C00101000000888BA246789553C0DCE1B08152E456C0@2001-05-09 07:16:00+02, 0104000020E40E00000200000001010000001F9B9C6C31054FC070EAFAC6C8422040010100000067DF9372C7BE50C0E2DD99FDDABF2340@2001-05-09 07:25:00+02, 0104000020E40E00000200000001010000001F9B9C6C31054FC070EAFAC6C8422040010100000067DF9372C7BE50C0E2DD99FDDABF2340@2001-05-09 07:28:00+02)}"
